KMeans_clustering,payments,tenure,purchases_installments_frequency
0,0.006228492663705093,0.83333333333333326,0.454545
0,0.0062329380187117608,0.33333333333333331,0.25
0,0.0062403838971636866,1,0.083333
0,0.0062697509602171854,1,0.5
0,0.006279808355352484,1,0.333333
0,0.0062962275320963719,1,0.083333
0,0.0063065712161774591,1,0.083333
0,0.0063748997580578637,1,0.166667
0,0.0064060473289754344,1,1
0,0.0064461062914781429,1,0.416667
0,0.00646885724282177,0.83333333333333326,0.272727
0,0.0064754853218472576,1,0.333333
0,0.0064758125204798806,0.83333333333333326,0.090909
0,0.0065014682173127978,0.83333333333333326,0.909091
0,0.0065261323816299347,1,0.166667
0,0.006634687901603987,1,0.166667
0,0.0066753495278691691,1,0.166667
0,0.0066794420737934816,1,1
0,0.0066831190955926314,1,1
0,0.00668916306315218,1,0.583333
0,0.0066974047976659946,1,0.75
0,0.0067101573229699,1,0.916667
0,0.0067320533702940194,0.16666666666666649,0.857143
0,0.0067404105785600181,1,0.416667
0,0.006758387320161369,1,0.833333
0,0.0067648875638088189,0.66666666666666652,0.8
0,0.0067722742562945411,1,0.416667
0,0.0067738775611392134,0.5,0.88888899999999993
0,0.0067805363569319694,0.16666666666666649,0.857143
0,0.0068431033953893407,1,1
0,0.0068453562080523491,1,1
0,0.00685606317015252,1,0.166667
0,0.00687560366728202,1,0.5
0,0.006908078289293941,1,0.25
0,0.0069253952315798352,0.66666666666666652,0.9
0,0.0069314928056157686,1,0.416667
0,0.0069809997765018028,1,1
0,0.0070273366311107022,1,0.25
0,0.0070542511436518822,1,0.583333
0,0.0070575507514100419,1,0.166667
0,0.0070683778401231662,1,0.333333
0,0.0070942167137755408,1,0.25
0,0.0071168526645392638,1,1
0,0.0071328008377079914,1,0.75
0,0.0071436747310459556,1,0.666667
0,0.00715799663079885,0.16666666666666649,0.857143
0,0.0071592081884255037,1,1
0,0.0071639871101750819,1,1
0,0.0071762957604479633,1,0.5
0,0.0071804982794966892,0,0.666667
0,0.0072283793515616123,1,0.916667
0,0.0072406931081520319,0.5,0.88888899999999993
0,0.0072417107834363611,1,0.25
0,0.0072497851726866357,1,0.333333
0,0.00728194612090698,1,0.083333
0,0.0072894806994461669,1,0.166667
0,0.0073105861744655392,1,0.916667
0,0.00732209380321246,1,1
0,0.0073464003281468694,1,0.25
0,0.007353058611336321,1,0.916667
0,0.0073890255405180232,1,0.666667
0,0.0074030522004828042,0.66666666666666652,0.6
0,0.0074250082421091074,0.83333333333333326,0.545455
0,0.0074307016087236119,0.5,0.222222
0,0.0074600208813766829,1,0.333333
0,0.0074676228672504643,1,0.416667
0,0.0074998259278038571,1,0.25
0,0.00751470076879865,1,0.5
0,0.0075160512813519566,1,0.333333
0,0.0075530292614060471,1,0.666667
0,0.00756907396172019,1,0.75
0,0.0075750602614079376,1,0.416667
0,0.0075867234652578974,1,0.166667
0,0.0075933336425987354,1,0.083333
0,0.0076668250461040923,1,0.25
0,0.0076740957719498336,1,0.666667
0,0.00767744031135922,1,0.25
0,0.0077027807768751322,1,0.333333
0,0.007734220630254059,1,0.833333
0,0.0077379911824408416,1,0.666667
0,0.0077924078874967648,1,0.583333
0,0.0078114357813213594,1,0.583333
0,0.007834721437058538,1,0.75
0,0.00783809539201142,0.33333333333333331,0.625
0,0.00788924259489559,1,0.166667
0,0.0078897299623454844,1,1
0,0.00791019939524103,1,0.416667
0,0.0079432960219324288,1,1
0,0.00802207895049227,1,0.416667
0,0.00804224149173227,0.5,0.444444
0,0.00805775464213474,0.33333333333333331,0.375
0,0.008064379763833467,1,0.25
0,0.0080694033945146026,1,0.666667
0,0.0081025473778651713,1,1
0,0.00810655918876896,1,0.666667
0,0.0081253511667802279,1,1
0,0.0081430186902956524,1,0.416667
0,0.0081606567785520671,1,0.083333
0,0.0081705776240531443,1,0.25
0,0.0081846855710727764,1,0.083333
0,0.0081941383900409632,1,0.416667
0,0.0081976169357835579,1,0.5
0,0.0082050440056372961,0.83333333333333326,0.272727
0,0.0082126969561088937,0,0.833333
0,0.008238763583352739,1,0.416667
0,0.00830008611956336,1,0.75
0,0.0083339803964282162,1,0.166667
0,0.0083416483701197475,0.83333333333333326,0.272727
0,0.0083437354344756669,1,0.416667
0,0.008346337684868527,1,0.75
0,0.0083600394529155554,1,0.083333
0,0.0083621013997095366,1,0.416667
0,0.0083711266089438741,1,0.333333
0,0.0083757360561546468,0.33333333333333331,0.125
0,0.00838150792993685,0.5,0.222222
0,0.008414543832852131,0,0.333333
0,0.008422251750170421,1,1
0,0.0084726193820053915,1,0.333333
0,0.00847426890000955,1,0.333333
0,0.0084921885849199626,1,0.5
0,0.00851138557868864,1,0.416667
0,0.0085128197441582069,1,0.833333
0,0.0085775001671796521,0.83333333333333326,0.181818
0,0.0085880845382279043,1,0.166667
0,0.0086472499017229039,1,0.833333
0,0.0086686678873186627,1,0.166667
0,0.008706136172433895,1,0.416667
0,0.0087176905860901453,1,0.583333
0,0.0087328799092124959,1,0.5
0,0.0087339983701927755,1,0.166667
0,0.0087378412980231076,1,0.666667
0,0.0087388638430388344,1,0.083333
0,0.0087628049015323582,1,0.5
0,0.00878626835175429,1,0.75
0,0.0088073649153623621,1,0.166667
0,0.0088279009472565211,1,0.166667
0,0.00884367288346592,1,0.75
0,0.0088448223766616589,1,0.5
0,0.0088568921537944528,1,0.916667
0,0.0088577856607859259,1,0.416667
0,0.0088672252309302309,1,0.083333
0,0.00887410113393813,1,0.083333
0,0.00888012138373707,1,1
0,0.0088844726563217756,1,0.083333
0,0.0089035262591736618,1,0.25
0,0.0089158573851299116,1,0.25
0,0.00892170924474319,1,0.75
0,0.0089447740078869784,1,0.5
0,0.0089797292552999172,1,0.666667
0,0.0089809560135861131,1,1
0,0.00901651080971067,1,0.25
0,0.0090346574793075986,0.5,0.88888899999999993
0,0.0090402475957871882,0.83333333333333326,0.636364
0,0.00904826930519013,1,0.083333
0,0.0090526508213698252,1,0.916667
0,0.0090581310830180721,1,0.333333
0,0.009093458657869976,1,1
0,0.00910143567220783,1,0.416667
0,0.009134727107870607,0.16666666666666649,0.857143
0,0.0091452601594418335,0.83333333333333326,0.545455
0,0.0091467907337637443,1,0.083333
0,0.00914713954059722,1,0.5
0,0.00915334631885261,1,0.25
0,0.0091712512171292278,1,0.416667
0,0.009176901939091868,0.83333333333333326,0.909091
0,0.0092097304939703153,1,0.166667
0,0.0092162748017864723,1,0.583333
0,0.0092169989525322082,1,0.25
0,0.00921865600186185,0.83333333333333326,0.727273
0,0.0092200045428639833,1,0.5
0,0.00922378587943568,1,0.666667
0,0.009235999895252275,1,0.083333
0,0.0092488404108850147,1,1
0,0.0092519334000802766,1,0.333333
0,0.009282687469099285,1,0.583333
0,0.0092880555889168284,1,1
0,0.0092935388078918355,1,0.5
0,0.0093287123454506155,1,0.916667
0,0.0093496248056101783,0.33333333333333331,0.625
0,0.00935784171829473,1,0.5
0,0.0093833909513643191,1,0.416667
0,0.0093884141680197087,1,0.25
0,0.0093921087957708326,0.33333333333333331,0.625
0,0.0094138022859274646,1,0.583333
0,0.0094195575986798178,1,0.416667
0,0.00943311374795723,1,0.25
0,0.009442229569683467,1,1
0,0.009442710667600631,1,1
0,0.0094624263173363147,1,0.166667
0,0.0095136777561309858,1,0.916667
0,0.0095817086134998234,1,0.166667
0,0.0096047832935460091,1,1
0,0.009607251991062429,1,0.083333
0,0.0097036736584905723,1,0.833333
0,0.009703983132878154,1,0.166667
0,0.00971833736607028,1,0.416667
0,0.0097214435646583944,1,0.083333
0,0.009734126237904251,1,1
0,0.0097391046017704635,1,1
0,0.0097560573788392415,1,0.416667
0,0.0097618086104806663,1,1
0,0.0097639709092293379,1,0.666667
0,0.0097676074353674012,1,0.5
0,0.0098061721592363135,1,0.916667
0,0.009806197848548092,0,0.666667
0,0.0098535808279247451,1,0.333333
0,0.0098580502161402066,1,0.833333
0,0.0098593988162888752,1,0.083333
0,0.0098703955766959242,0.66666666666666652,0.4
0,0.009874181921007601,0.66666666666666652,0.3
0,0.0099075441156419655,1,1
0,0.00996258970609096,1,0.583333
0,0.0099719227533254049,1,0.083333
0,0.00999439605111738,1,0.083333
0,0.01004317853609398,0.16666666666666649,0.571429
0,0.010046780323500379,1,0.333333
0,0.01005146660206035,0.83333333333333326,0.363636
0,0.010061992595478381,1,0.666667
0,0.010122715642123919,1,1
0,0.01014335062617143,1,0.416667
0,0.01014659418272975,1,0.333333
0,0.0101684904469245,0.83333333333333326,0.636364
0,0.0101752829730333,1,0.083333
0,0.010212133492304079,1,0.5
0,0.010240965456653791,1,0.416667
0,0.010260184157200879,1,0.916667
0,0.010294830916001819,1,0.666667
0,0.01031585547856107,1,0.083333
0,0.010339408989240569,1,0.166667
0,0.010359909198049921,1,0.416667
0,0.010368482370031381,1,0.5
0,0.010372725798766941,1,0.416667
0,0.0104061848359949,1,0.916667
0,0.01041244064672796,1,0.833333
0,0.010436656854903151,1,1
0,0.0104601070563012,1,0.416667
0,0.01048774138217554,1,0.166667
0,0.01054244879245188,1,0.5
0,0.01054267968080971,1,0.083333
0,0.01056932527377093,1,0.5
0,0.01061446474620611,1,0.833333
0,0.01063954877206099,1,1
0,0.01064170227769143,1,0.666667
0,0.01064573952160535,1,0.416667
0,0.01066310707360984,1,0.666667
0,0.01067436733183112,1,0.333333
0,0.01070230760301644,1,0.916667
0,0.01073334896647234,1,0.833333
0,0.010760096173181,1,0.416667
0,0.010831633473741531,1,0.833333
0,0.01083727621092192,1,0.333333
0,0.01084102907829468,0,0.5
0,0.010842139554492709,1,0.75
0,0.0108869182527788,1,1
0,0.01089148558765652,1,1
0,0.01090677402065632,1,0.5
0,0.01091988278554162,1,0.75
0,0.010962487552927121,1,0.5
0,0.010966037192805,1,1
0,0.01102286336998011,0.5,0.88888899999999993
0,0.011027606862955119,1,0.166667
0,0.011028588596861569,1,0.166667
0,0.01103494046156776,1,0.916667
0,0.011064582851742531,1,0.166667
0,0.011074601584759329,1,1
0,0.01107979605034958,1,0.5
0,0.01111393596277504,1,0.166667
0,0.01112604933090426,1,0.666667
0,0.01114677151666015,1,0.083333
0,0.011153442141759951,0.33333333333333331,0.75
0,0.01116617065357057,1,0.916667
0,0.011181646226207679,0,0.666667
0,0.01118755640430465,1,0.75
0,0.01119210372793797,1,1
0,0.011205049741273969,1,0.166667
0,0.01120505468986741,1,0.416667
0,0.01122990550093407,1,0.416667
0,0.0112352256923426,1,0.166667
0,0.01124074781002225,1,0.333333
0,0.011292241296154391,0.83333333333333326,0.545455
0,0.011293385347868889,1,0.166667
0,0.01130251966274513,1,0.416667
0,0.011317804882116519,1,1
0,0.01134516869145445,1,0.75
0,0.01137684339600907,1,0.5
0,0.0113794957040862,0.66666666666666652,0.2
0,0.011415963012955541,1,0.916667
0,0.01142035202102969,1,0.166667
0,0.01142575547104425,1,0.833333
0,0.01143005428065225,1,0.916667
0,0.01143075735551595,1,0.916667
0,0.0114377303574191,1,0.083333
0,0.011444653104482861,0.5,0.88888899999999993
0,0.01149818649546688,1,0.166667
0,0.01152687370852949,1,0.166667
0,0.011527800081279011,1,0.083333
0,0.011530351800815309,1,0.083333
0,0.011534027324235569,1,0.916667
0,0.01155239545817573,0.33333333333333331,0.5
0,0.0115584887145146,1,0.5
0,0.01156662859869483,0.66666666666666652,0.6
0,0.011572493687416479,1,0.333333
0,0.011586210281528319,1,0.833333
0,0.01161951171295555,1,0.416667
0,0.01162482165229798,1,0.166667
0,0.011640107975738031,1,0.166667
0,0.011666394726670311,1,0.666667
0,0.0116689734958887,1,0.333333
0,0.01167624035749415,1,0.25
0,0.011691684878200289,1,0.916667
0,0.01171033936023278,1,0.166667
0,0.01171414989547734,1,0.083333
0,0.01171505785393891,1,0.333333
0,0.011715235569561619,1,1
0,0.01178802539658217,0.66666666666666652,0.7
0,0.011810467307279471,1,0.166667
0,0.01181817932542421,1,0.416667
0,0.011826273607625811,1,0.25
0,0.0118333102117698,1,0.833333
0,0.01185751851402478,1,0.833333
0,0.01186340040036242,1,0.75
0,0.01186374207018065,1,0.833333
0,0.01186437874320085,1,0.916667
0,0.01187356175539106,1,0.333333
0,0.01189202312398617,1,0.333333
0,0.01189338682621682,1,0.666667
0,0.01190269331665697,1,0.666667
0,0.01192377572452763,1,1
0,0.01195159900386635,1,0.916667
0,0.011955803750767911,0.83333333333333326,0.818182
0,0.011958963062944611,1,0.916667
0,0.011965161462107521,1,0.666667
0,0.01196973691977608,1,0.666667
0,0.01197865613841937,1,0.166667
0,0.011992229893648751,1,0.916667
0,0.0120333537895174,1,0.083333
0,0.01203588490634395,1,0.416667
0,0.012047891672701269,1,1
0,0.01205813431478475,1,0.083333
0,0.01207861360543616,1,0.833333
0,0.01207919955044469,1,0.583333
0,0.012090474891032439,1,1
0,0.01213741720900648,1,0.416667
0,0.012137483295401791,1,1
0,0.012146647222976641,1,1
0,0.01214849569020964,1,0.5
0,0.01214857881080708,1,1
0,0.012168732736368461,1,0.416667
0,0.012173663684428959,0.5,0.444444
0,0.01220446976296791,1,0.166667
0,0.012215706125988971,1,0.666667
0,0.012227653765526619,1,0.083333
0,0.012232247026302261,0.83333333333333326,0.181818
0,0.012266109383753641,1,0.833333
0,0.01226754392381792,1,0.083333
0,0.012288964216128561,1,0.166667
0,0.01230826869886717,1,0.666667
0,0.01234396300195271,1,1
0,0.01235706804060629,1,1
0,0.01239733594810229,1,0.416667
0,0.012424457729818251,1,0.583333
0,0.01242561252648664,1,1
0,0.01245020685846124,1,0.416667
0,0.01246143450722613,1,0.75
0,0.012464655824687219,0.16666666666666649,0.571429
0,0.01247097373928222,1,0.666667
0,0.012505501613547441,1,0.166667
0,0.01251501882337693,1,0.416667
0,0.01251645900207757,1,0.25
0,0.012525557868463729,0.83333333333333326,0.363636
0,0.01252846624160717,1,0.083333
0,0.0125365301224897,1,0.416667
0,0.012537285049149241,0,0.166667
0,0.01255966193808887,1,0.5
0,0.01259815763795122,1,1
0,0.012629907951493319,1,0.416667
0,0.012641324987463849,1,0.583333
0,0.01264436324639855,1,0.166667
0,0.012671627098092031,1,0.916667
0,0.0126804649113874,1,0.083333
0,0.01268774121672296,1,0.25
0,0.012730072825693481,1,0.25
0,0.012732192381212719,1,1
0,0.012736187039621309,1,1
0,0.01273675044979993,1,0.416667
0,0.01275827426826264,1,0.75
0,0.01276394600696079,1,1
0,0.012852300816464129,1,0.25
0,0.012854556783609019,1,0.166667
0,0.012898760774728251,1,0.166667
0,0.012903286371867649,1,0.333333
0,0.01291649225536372,1,0.25
0,0.012922839072898909,1,0.75
0,0.01295264269652858,1,1
0,0.012972376385957491,1,0.416667
0,0.013038686059437039,0.33333333333333331,0.875
0,0.013043529648065089,1,0.333333
0,0.013057048968766589,1,1
0,0.01305948383446489,1,0.666667
0,0.01305957819290402,1,0.25
0,0.01306155260282593,1,0.416667
0,0.013061912272906359,0.33333333333333331,0.75
0,0.013082296850239429,1,0.833333
0,0.01308902940176156,0.66666666666666652,0.6
0,0.01309331172920176,0.33333333333333331,0.375
0,0.01310153666609958,1,0.333333
0,0.0131117390096771,1,0.083333
0,0.01312607398081427,1,0.083333
0,0.01313629836633389,1,0.666667
0,0.013137863856827071,1,0.416667
0,0.01315258016539207,1,0.75
0,0.0131646883286262,1,1
0,0.01316929578457029,1,0.5
0,0.013171982062474131,1,0.083333
0,0.013190458868314931,0,0.666667
0,0.01323466272142558,1,1
0,0.01324733384138157,1,0.416667
0,0.01324978645104042,1,0.583333
0,0.01325763460479362,0.16666666666666649,0.285714
0,0.0132626749542287,1,0.25
0,0.01330258380282512,1,0.5
0,0.013309973531499651,1,0.083333
0,0.01333660508701652,1,1
0,0.0133665188414947,1,0.416667
0,0.013404348827388069,0.66666666666666652,0.8
0,0.01340983664007731,1,0.583333
0,0.013434796083613591,1,0.333333
0,0.013443650733955981,1,0.916667
0,0.013464315705296831,1,1
0,0.013487187000124041,1,0.666667
0,0.013499193175016,1,1
0,0.01350068597441745,1,0.416667
0,0.013502243361835311,1,1
0,0.013532260957913749,1,0.833333
0,0.0135336976272533,1,0.5
0,0.01354409436577645,1,1
0,0.01356976417891576,1,0.25
0,0.013591939811911679,0.66666666666666652,0.5
0,0.013592150945326771,1,0.333333
0,0.013602662230973049,1,0.666667
0,0.01363120126224952,1,0.916667
0,0.013631443546173129,0.83333333333333326,0.090909
0,0.013668821317374021,1,0.083333
0,0.0136752933678397,1,0.916667
0,0.01367881035883016,1,0.166667
0,0.01369428608919138,1,0.166667
0,0.01374826359179256,1,0.5
0,0.01377424502831023,1,0.666667
0,0.01378330606062937,1,0.166667
0,0.013790337104999051,1,0.666667
0,0.013797275447032589,1,0.25
0,0.01380384917039224,1,0.75
0,0.01384625167634293,1,0.166667
0,0.01386011349491416,1,0.416667
0,0.013864344443730791,1,0.083333
0,0.013881205070497759,1,0.333333
0,0.013886095759483319,1,1
0,0.013922029586320829,1,1
0,0.01394196500486574,1,0.5
0,0.01395291766167305,1,0.416667
0,0.0139661398104663,1,0.5
0,0.013971433228209909,1,0.416667
0,0.01397216804504749,1,0.25
0,0.013972376083127231,1,0.25
0,0.01400216805488947,1,1
0,0.01401480003955468,1,0.25
0,0.014034253709570531,1,0.25
0,0.01405513176616213,1,0.25
0,0.01406146369848596,1,1
0,0.014116453789769451,1,0.916667
0,0.01415430678366501,1,0.166667
0,0.0141668254238533,1,1
0,0.01416941472115495,1,0.666667
0,0.014194097437768619,1,0.416667
0,0.01421587734101316,1,0.916667
0,0.014216481365145941,1,0.5
0,0.0142370436186707,1,0.416667
0,0.01425362138699092,1,0.75
0,0.01428266478048839,1,0.416667
0,0.01432310001353241,0.83333333333333326,0.181818
0,0.01435339601235195,1,0.083333
0,0.014354013916204989,1,0.416667
0,0.01437493757477522,1,1
0,0.014379197623687161,1,0.666667
0,0.01441058625616662,1,0.916667
0,0.014432108477672879,1,0.083333
0,0.014433358243961259,1,0.75
0,0.01444739706839678,1,0.333333
0,0.014487256569067341,1,0.416667
0,0.01448745224552123,1,0.333333
0,0.01451066824635548,1,1
0,0.014513028409979841,1,0.166667
0,0.01454064300062694,1,0.5
0,0.014548364521648319,1,0.75
0,0.01454889538151709,1,0.666667
0,0.01455907428335116,1,0.333333
0,0.01456436862772382,1,0.75
0,0.014584772427680829,1,0.416667
0,0.0145927464452609,1,0.416667
0,0.014595894342156321,1,0.083333
0,0.01462598208602549,1,0.75
0,0.014636443905452851,1,0.916667
0,0.01464764146834683,1,0.833333
0,0.014653406934587729,1,0.083333
0,0.0146893154861392,0.83333333333333326,0.545455
0,0.014704817556424081,0.83333333333333326,0.636364
0,0.01472652382223231,1,0.333333
0,0.014727227113966641,1,0.75
0,0.014750158619966669,0.66666666666666652,0.7
0,0.01475123343080398,1,0.833333
0,0.01475914765123699,1,0.166667
0,0.014839997889209989,1,1
0,0.0148599792054662,1,0.25
0,0.014860271507643061,1,0.916667
0,0.01486178011888491,1,0.75
0,0.01489113955203537,1,0.5
0,0.01492654121778034,0.83333333333333326,0.272727
0,0.014932712310959511,1,0.25
0,0.0149486109981938,1,0.833333
0,0.014949151518663309,1,0.833333
0,0.01498213391367976,1,0.916667
0,0.015003305711680589,1,0.666667
0,0.01504024098793628,0.83333333333333326,0.818182
0,0.015056226107973979,1,0.75
0,0.01505749935543683,1,0.833333
0,0.01505774136334328,1,0.75
0,0.015076722294818941,1,1
0,0.01507874165610759,1,0.75
0,0.015111723420227669,1,1
0,0.01512539595017081,1,0.5
0,0.015126565474326449,1,0.666667
0,0.015138585528938681,1,0.416667
0,0.0151865259446939,1,0.583333
0,0.01519901647056246,1,0.75
0,0.01520656881277772,1,0.666667
0,0.01522421951896163,1,0.416667
0,0.015226699612043841,1,1
0,0.01526964214557624,1,0.916667
0,0.015277741376371289,1,0.583333
0,0.015291387388951151,1,0.833333
0,0.015292858284419069,1,0.333333
0,0.015327857083397411,1,0.166667
0,0.015336503478789419,1,0.666667
0,0.01535667753388827,0.66666666666666652,0.5
0,0.01538847845714897,0.16666666666666649,0.714286
0,0.015430913454262981,0.5,0.777778
0,0.01543635387086203,1,0.083333
0,0.01548775627132999,1,0.5
0,0.0154931139024953,1,0.75
0,0.01550441848118694,1,0.5
0,0.01552616106296777,1,0.416667
0,0.01554770854004456,1,0.083333
0,0.01555953408141808,1,0.083333
0,0.015562106778258859,1,0.416667
0,0.01558191938888121,1,0.166667
0,0.01561215886332863,1,0.666667
0,0.01562647510472966,1,0.75
0,0.015673871628662871,1,0.083333
0,0.015692432225428508,1,0.083333
0,0.015706289154552831,1,0.916667
0,0.01571590665719047,1,0.916667
0,0.015733923145263468,1,0.5
0,0.015797165104833789,1,0.416667
0,0.015819439354819369,1,0.416667
0,0.015846085381521852,1,0.25
0,0.015856316943487749,1,0.416667
0,0.015881165704141189,0.83333333333333326,0.545455
0,0.01591135685586936,1,0.5
0,0.015963223970664249,1,0.083333
0,0.015982810602091189,1,0.333333
